Source (A),Source (B),Source (C),Source (D),Source (E),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
10323110,3,7,We should not be allowed to cut down trees because animals live there and it makes food. It has many resources.,0,21,11.05,50.00,1.00,1.00,10.50,19.05,90.48,57.14,14.29,4.76,0.00,4.76,0.00,0.00,0.00,9.52,0.00,9.52,14.29,4.76,9.52,4.76,23.81,0.00,0.00,0.00,0.00,4.76,4.76,0.00,4.76,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,23.81,0.00,14.29,4.76,0.00,0.00,4.76,0.00,0.00,0.00,0.00,9.52,0.00,4.76,0.00,4.76,14.29,4.76,0.00,9.52,0.00,0.00,0.00,19.05,0.00,4.76,0.00,4.76,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10323115,3,7,You should not be able to cut down trees because you’re taking away trees’ oxygen. Your taking away animals’ homes. That’s why you don’t want to cut down animals’ trees.,0,30,34.14,95.20,3.37,1.00,10.00,10.00,80.00,56.67,16.67,13.33,0.00,0.00,13.33,0.00,0.00,3.33,0.00,20.00,16.67,3.33,3.33,6.67,26.67,0.00,0.00,3.33,0.00,0.00,6.67,0.00,6.67,0.00,0.00,0.00,13.33,0.00,0.00,0.00,0.00,16.67,0.00,6.67,6.67,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,3.33,6.67,6.67,0.00,0.00,16.67,0.00,13.33,0.00,13.33,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00
10323118,3,7,No people aren’t allowed to cut down trees in the rainforest because animals need food homes. All living things need to live because if they don’t have food or water then they will die but if they do get food or water then they will live.,0,46,9.72,19.23,9.25,4.13,23.00,10.87,93.48,56.52,10.87,8.70,0.00,0.00,0.00,0.00,8.70,2.17,2.17,8.70,13.04,0.00,19.57,6.52,28.26,0.00,0.00,0.00,0.00,2.17,2.17,0.00,2.17,0.00,0.00,0.00,10.87,0.00,0.00,0.00,0.00,26.09,0.00,6.52,8.70,8.70,2.17,13.04,0.00,0.00,0.00,0.00,17.39,0.00,6.52,0.00,10.87,6.52,0.00,0.00,4.35,2.17,0.00,0.00,21.74,8.70,8.70,0.00,4.35,4.35,0.00,0.00,2.17,0.00,0.00,2.17,0.00,0.00,0.00,0.00,0.00,0.00,8.70,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00
10323124,2,4,"I think people should not cut down trees. The first reason is I like animals. The second reason is I like plants. The last reason is I like finding leaves.   ",0,30,62.04,4.80,99.00,99.00,7.50,6.67,90.00,43.33,13.33,13.33,13.33,0.00,0.00,0.00,0.00,0.00,10.00,3.33,13.33,0.00,0.00,3.33,26.67,0.00,0.00,0.00,6.67,0.00,13.33,10.00,3.33,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,23.33,16.67,10.00,3.33,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,3.33,3.33,0.00,0.00,0.00,13.33,0.00,13.33,3.33,3.33,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,13.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10323130,3,7,"No. They should not cut down trees in the rainforest. The rainforest is the most important place on the Earth. Animals could die if you cut down trees in the rainforest.  ",0,31,97.44,37.35,39.18,1.23,7.75,16.13,80.65,58.06,6.45,6.45,0.00,0.00,3.23,0.00,3.23,0.00,16.13,16.13,9.68,0.00,3.23,6.45,12.90,3.23,3.23,0.00,0.00,3.23,9.68,3.23,6.45,0.00,0.00,0.00,6.45,0.00,0.00,0.00,0.00,16.13,0.00,0.00,9.68,6.45,0.00,6.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.68,0.00,0.00,9.68,0.00,0.00,0.00,6.45,0.00,22.58,0.00,22.58,0.00,0.00,0.00,0.00,0.00,0.00,3.23,0.00,0.00,0.00,0.00,0.00,0.00,12.90,12.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10323139,1,0,"No because trees or plant you’ve nature and XXX of time are my dad’s favorite. ",0,15,3.34,50.00,43.37,99.00,15.00,13.33,73.33,53.33,13.33,13.33,6.67,0.00,6.67,0.00,0.00,0.00,0.00,6.67,13.33,0.00,20.00,6.67,13.33,6.67,0.00,0.00,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,13.33,6.67,0.00,0.00,6.67,13.33,0.00,6.67,0.00,6.67,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,6.67,0.00,6.67,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,0.00,0.00
10323145,2,4,"No because there might be something in the tree so do not cut down trees. XXX live in the trees. There might be a bear living in the trees. There might be XXX in the trees so please do not cut down trees. Thank you.  ",0,45,46.37,25.24,29.55,25.77,9.00,4.44,80.00,66.67,4.44,2.22,0.00,0.00,2.22,0.00,0.00,2.22,11.11,13.33,17.78,11.11,6.67,6.67,24.44,0.00,0.00,0.00,0.00,0.00,8.89,4.44,4.44,0.00,0.00,0.00,2.22,0.00,0.00,0.00,0.00,15.56,0.00,2.22,0.00,8.89,0.00,4.44,0.00,0.00,0.00,0.00,4.44,0.00,4.44,0.00,0.00,4.44,0.00,0.00,4.44,0.00,0.00,0.00,15.56,6.67,13.33,0.00,13.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10323154,3,7,No! Because it will kill and destroy animals and their habitat. It is destroying the rainforest. That is why I don’t want trees cut down.,0,25,1.40,21.18,1.00,1.00,6.25,24.00,84.00,64.00,20.00,8.00,4.00,0.00,0.00,0.00,4.00,12.00,4.00,4.00,16.00,4.00,12.00,8.00,20.00,0.00,0.00,4.00,0.00,0.00,16.00,0.00,16.00,0.00,12.00,0.00,4.00,0.00,0.00,0.00,0.00,12.00,0.00,8.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,12.00,0.00,0.00,0.00,16.00,4.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,12.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,0.00
10323159,3,7,"No because the rainforest is a habitat for many animals. Animals are living things. If you destroy their habitat they will run everywhere.  ",0,23,16.15,80.77,2.02,1.00,7.67,34.78,78.26,60.87,17.39,13.04,0.00,0.00,4.35,0.00,8.70,4.35,8.70,4.35,13.04,4.35,8.70,4.35,21.74,0.00,0.00,0.00,0.00,4.35,4.35,0.00,4.35,0.00,4.35,0.00,13.04,0.00,0.00,0.00,0.00,13.04,0.00,4.35,4.35,4.35,4.35,4.35,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,4.35,0.00,0.00,4.35,0.00,0.00,0.00,13.04,4.35,8.70,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,13.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10323161,1,0,"It is a warm summer sand. We go to the beach. I like it. There are all the reasons why I like the book.  ",0,24,62.04,50.00,48.89,99.00,6.00,4.17,100.00,58.33,20.83,12.50,8.33,4.17,0.00,0.00,0.00,8.33,16.67,4.17,8.33,8.33,0.00,0.00,20.83,4.17,0.00,4.17,0.00,4.17,12.50,12.50,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,12.50,4.17,8.33,0.00,0.00,4.17,0.00,8.33,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,4.17,4.17,0.00,0.00,0.00,0.00,0.00,12.50,0.00,8.33,4.17,0.00,4.17,4.17,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10323162,3,7,"I think people shouldn’t be allowed to cut down trees in the rainforest because there might be animals living up on a tree or animals that get food from trees and trees are living things. These are all the reason why I think people shouldn’t be allowed to cut down trees from the rainforest. ",0,54,71.58,28.91,23.51,1.00,27.00,16.67,83.33,57.41,9.26,3.70,3.70,0.00,0.00,0.00,0.00,5.56,7.41,16.67,14.81,3.70,5.56,3.70,24.07,0.00,0.00,1.85,0.00,1.85,3.70,0.00,3.70,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,22.22,5.56,9.26,3.70,3.70,1.85,1.85,0.00,0.00,0.00,0.00,5.56,0.00,3.70,0.00,1.85,11.11,0.00,0.00,9.26,1.85,0.00,0.00,14.81,1.85,9.26,0.00,9.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00
10323163,3,7,"No! Because animals can live in the trees and you are not using a resource correctly. That’s why I think you should not cut down trees in the rainforest.  ",0,29,31.79,24.51,47.93,1.00,9.67,17.24,86.21,65.52,13.79,10.34,3.45,0.00,6.90,0.00,0.00,3.45,10.34,10.34,13.79,3.45,6.90,10.34,20.69,0.00,0.00,3.45,0.00,0.00,3.45,0.00,3.45,0.00,0.00,0.00,6.90,0.00,0.00,0.00,0.00,27.59,3.45,10.34,3.45,0.00,3.45,6.90,0.00,0.00,0.00,0.00,3.45,0.00,3.45,0.00,0.00,3.45,0.00,0.00,3.45,0.00,0.00,0.00,17.24,0.00,10.34,0.00,10.34,0.00,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.79,6.90,0.00,0.00,0.00,0.00,3.45,0.00,0.00,3.45,0.00,0.00
10342108,2,4,No they should not because tree need air and tree can grow our food on tree like apples. And a lot of fruit that a lot of people eat for food. And for a snack at home or at the park that you go to.,1,45,90.94,67.16,10.08,25.77,15.00,2.22,88.89,60.00,11.11,6.67,0.00,2.22,2.22,0.00,2.22,4.44,8.89,20.00,4.44,0.00,11.11,4.44,11.11,0.00,2.22,0.00,0.00,4.44,0.00,0.00,0.00,0.00,0.00,0.00,8.89,0.00,0.00,0.00,0.00,15.56,0.00,2.22,4.44,6.67,0.00,4.44,2.22,0.00,0.00,0.00,11.11,0.00,0.00,0.00,11.11,2.22,2.22,0.00,0.00,0.00,0.00,0.00,11.11,0.00,13.33,4.44,8.89,0.00,0.00,0.00,2.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10342114,1,0,In the rainforest have tree,1,5,99.00,50.00,43.37,25.77,5.00,20.00,60.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10342116,1,2,"People should not cut down trees because trees make paper. Trees help us breathe. Trees help plants. ",1,17,59.32,96.11,1.00,1.00,5.67,11.76,70.59,29.41,5.88,5.88,0.00,5.88,0.00,0.00,0.00,0.00,0.00,5.88,5.88,0.00,5.88,5.88,11.76,0.00,0.00,0.00,0.00,0.00,5.88,0.00,5.88,0.00,0.00,0.00,23.53,0.00,0.00,0.00,0.00,23.53,0.00,11.76,5.88,0.00,0.00,5.88,0.00,0.00,0.00,0.00,5.88,5.88,0.00,0.00,0.00,23.53,17.65,0.00,17.65,0.00,0.00,0.00,5.88,0.00,5.88,0.00,5.88,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.65,17.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10342117,1,1,They could die if a tree falls on an animal so they should cut down trees.,1,16,56.25,73.40,1.00,1.00,16.00,0.00,81.25,62.50,12.50,12.50,0.00,0.00,0.00,0.00,12.50,0.00,12.50,12.50,12.50,6.25,12.50,0.00,18.75,0.00,0.00,0.00,0.00,0.00,6.25,0.00,6.25,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,18.75,0.00,0.00,18.75,6.25,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,6.25,0.00,0.00,0.00,6.25,0.00,18.75,6.25,12.50,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10342119,2,4,"Well, no people cannot because we need bananas and we also need coconuts and we need trees to survive in the rainforest and no no no people cannot cut down trees and let the monkeys eat some bananas. ",1,38,9.30,50.00,1.00,25.77,38.00,18.42,84.21,57.89,7.89,7.89,0.00,7.89,0.00,0.00,0.00,0.00,5.26,7.89,7.89,5.26,15.79,15.79,18.42,0.00,0.00,0.00,0.00,2.63,5.26,2.63,2.63,0.00,0.00,0.00,13.16,0.00,0.00,0.00,0.00,18.42,0.00,2.63,7.89,2.63,0.00,5.26,0.00,0.00,0.00,0.00,2.63,0.00,0.00,0.00,2.63,13.16,7.89,2.63,2.63,0.00,0.00,0.00,15.79,0.00,5.26,0.00,5.26,0.00,0.00,0.00,0.00,0.00,2.63,0.00,2.63,0.00,0.00,0.00,2.63,0.00,5.26,2.63,2.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10342120,3,6,"No people should not be allowed to cut down trees in the rainforest because it puts animals in danger and it puts plants in danger.  ",1,25,82.26,21.18,69.14,1.00,25.00,16.00,84.00,56.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,20.00,8.00,0.00,8.00,8.00,16.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,12.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,16.00,0.00,8.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,8.00,0.00,8.00,0.00,12.00,0.00,24.00,8.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10342121,3,7,"People should not be allowed to cut down trees in the rainforest. Koalas and monkeys will be endangered! And other animals won’t have food because they eat leaves from trees. That’s why people should not be allowed to cut down trees in the rainforest. ",1,44,44.96,24.76,11.00,1.00,11.00,18.18,81.82,59.09,6.82,2.27,0.00,0.00,0.00,0.00,2.27,4.55,4.55,15.91,20.45,2.27,6.82,6.82,22.73,0.00,0.00,2.27,0.00,0.00,4.55,0.00,4.55,0.00,0.00,0.00,6.82,0.00,0.00,0.00,0.00,20.45,0.00,9.09,4.55,0.00,0.00,6.82,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,4.55,9.09,0.00,0.00,9.09,0.00,0.00,0.00,13.64,4.55,11.36,2.27,9.09,0.00,0.00,0.00,0.00,0.00,2.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64,6.82,0.00,0.00,0.00,0.00,2.27,0.00,0.00,4.55,0.00,0.00
10342126,3,7,"I think people should not cut down the rainforest because trees create air and spider monkeys live in the trees. And the spider monkeys eat the leaves. ",1,27,93.26,22.95,58.07,25.77,13.50,14.81,81.48,44.44,3.70,3.70,3.70,0.00,0.00,0.00,0.00,0.00,14.81,7.41,3.70,0.00,11.11,3.70,18.52,0.00,0.00,0.00,0.00,0.00,7.41,3.70,3.70,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,18.52,3.70,7.41,3.70,0.00,0.00,3.70,0.00,0.00,0.00,0.00,7.41,0.00,3.70,0.00,3.70,7.41,0.00,3.70,3.70,0.00,0.00,0.00,11.11,0.00,14.81,3.70,11.11,0.00,0.00,0.00,0.00,0.00,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10342127,1,1,"I think they should not cut down the rainforest.  ",1,9,46.37,1.38,98.01,1.00,9.00,11.11,88.89,66.67,22.22,22.22,11.11,0.00,0.00,0.00,11.11,0.00,11.11,11.11,11.11,0.00,0.00,11.11,22.22,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,33.33,11.11,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,11.11,0.00,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10342131,1,1,You should not cut down trees in the rainforest.,1,9,93.26,50.00,58.07,1.00,9.00,11.11,77.78,66.67,11.11,11.11,0.00,0.00,11.11,0.00,0.00,0.00,11.11,22.22,11.11,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,22.22,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,22.22,0.00,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10342134,3,7,"No, people should not cut down trees because if they do they will be making animals endangered which will make humans extinct! And then the whole world will have nothing left on it! And no one wants that to happen. ",1,40,6.20,30.86,3.37,2.89,13.33,12.50,90.00,62.50,12.50,5.00,0.00,0.00,0.00,0.00,5.00,7.50,2.50,7.50,17.50,0.00,12.50,10.00,30.00,0.00,0.00,2.50,2.50,2.50,2.50,0.00,2.50,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,20.00,0.00,7.50,7.50,2.50,2.50,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,2.50,0.00,0.00,2.50,15.00,12.50,12.50,0.00,10.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,2.50,2.50,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00
10342135,1,1,I think that should not because it will be extinct and it will not be good and it’s bad.,1,19,1.00,1.00,19.27,25.77,19.00,10.53,94.74,78.95,26.32,5.26,5.26,0.00,0.00,0.00,0.00,21.05,0.00,0.00,31.58,0.00,15.79,10.53,36.84,0.00,0.00,0.00,0.00,0.00,10.53,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.32,5.26,5.26,5.26,0.00,0.00,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,0.00,0.00,0.00,5.26,5.26,0.00,21.05,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00
10342137,2,4,"No, because animals need those trees or they will come endangered. That’s why I think we should not cut down trees in the rainforest.",1,24,6.95,20.24,48.89,1.00,12.00,16.67,79.17,62.50,20.83,12.50,4.17,4.17,0.00,0.00,4.17,8.33,4.17,8.33,12.50,4.17,8.33,8.33,25.00,0.00,0.00,4.17,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,29.17,4.17,8.33,8.33,4.17,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,4.17,0.00,4.17,0.00,0.00,0.00,16.67,4.17,12.50,4.17,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,8.33,4.17,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00
10342142,2,5,"No because plants live there. If there is no trees, animals will be endangered and lost. The rainforest will be extinct and all your favorite animals in the rainforest.",1,29,11.27,36.51,1.00,25.77,9.67,27.59,72.41,58.62,3.45,3.45,0.00,0.00,3.45,0.00,0.00,0.00,6.90,3.45,17.24,6.90,13.79,6.90,24.14,3.45,0.00,0.00,0.00,3.45,6.90,3.45,3.45,0.00,0.00,3.45,3.45,0.00,0.00,0.00,0.00,10.34,0.00,3.45,3.45,3.45,3.45,3.45,0.00,0.00,0.00,0.00,3.45,0.00,3.45,0.00,0.00,3.45,0.00,3.45,0.00,0.00,0.00,3.45,13.79,6.90,3.45,0.00,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.79,10.34,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10342143,1,2,"No, because they hurt animals. It make people sad.",1,9,4.69,86.68,1.00,1.00,4.50,22.22,88.89,44.44,22.22,11.11,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,11.11,11.11,11.11,11.11,0.00,0.00,0.00,0.00,22.22,0.00,22.22,0.00,0.00,22.22,22.22,0.00,0.00,0.00,0.00,22.22,0.00,22.22,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,22.22,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10342147,1,1,"Yes, because people need to live. They will be extinct! ",1,10,25.89,97.69,1.00,25.77,5.00,20.00,90.00,50.00,10.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,20.00,0.00,10.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,20.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,30.00,10.00,10.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
10342157,2,5,"No because if you kill trees you will kill air and if you kill trees you’ll kill a couple animals and some plants need animals to grow and we need plants. That’s why you should not kill trees. ",1,38,2.97,96.70,1.00,1.00,19.00,7.89,81.58,52.63,18.42,15.79,0.00,2.63,13.16,0.00,0.00,2.63,2.63,2.63,10.53,2.63,15.79,5.26,18.42,0.00,0.00,2.63,0.00,5.26,13.16,0.00,13.16,0.00,13.16,0.00,15.79,0.00,0.00,0.00,0.00,23.68,0.00,5.26,13.16,7.89,0.00,7.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.63,2.63,0.00,0.00,0.00,0.00,0.00,10.53,5.26,5.26,2.63,2.63,0.00,0.00,0.00,0.00,0.00,0.00,13.16,0.00,0.00,0.00,0.00,0.00,0.00,10.53,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00
10342160,1,1,People should not cut down trees because they would die and they need water from their habitat.,1,17,15.27,88.03,1.00,1.00,17.00,11.76,88.24,58.82,17.65,17.65,0.00,0.00,0.00,0.00,17.65,0.00,0.00,11.76,11.76,0.00,11.76,5.88,23.53,0.00,0.00,0.00,0.00,0.00,5.88,0.00,5.88,0.00,0.00,0.00,23.53,0.00,0.00,0.00,0.00,29.41,0.00,5.88,17.65,0.00,0.00,5.88,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,5.88,5.88,0.00,0.00,5.88,0.00,0.00,0.00,11.76,0.00,5.88,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10342166,3,7,"No because some animals live in trees and if you kill trees you kill animals. And because trees help us breathe. And then animals in the rainforest will be extinct. That’s why I think people shouldn’t kill trees so animals don’t die. ",1,42,2.86,76.25,2.82,1.00,10.50,23.81,76.19,52.38,11.90,9.52,2.38,2.38,4.76,0.00,0.00,2.38,2.38,4.76,11.90,4.76,19.05,7.14,19.05,0.00,0.00,2.38,0.00,2.38,7.14,0.00,7.14,0.00,7.14,0.00,11.90,0.00,0.00,0.00,0.00,16.67,2.38,7.14,4.76,4.76,0.00,2.38,0.00,0.00,0.00,0.00,4.76,2.38,2.38,0.00,0.00,4.76,4.76,0.00,2.38,0.00,0.00,0.00,14.29,4.76,7.14,0.00,4.76,2.38,0.00,0.00,0.00,0.00,0.00,9.52,0.00,0.00,0.00,0.00,0.00,0.00,16.67,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00
10412115,2,4,They should not cut down trees because the monkeys need the tree for the bananas.,1,15,97.53,25.24,1.00,1.00,15.00,20.00,80.00,60.00,6.67,6.67,0.00,0.00,0.00,0.00,6.67,0.00,20.00,13.33,6.67,0.00,6.67,6.67,13.33,0.00,0.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,26.67,0.00,6.67,13.33,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,6.67,0.00,0.00,0.00,6.67,0.00,6.67,0.00,6.67,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
